"journal-article-10.2307_24585165-ngram1.txt","Soy un negro más: Zurbano par lui-même"
"journal-article-10.2307_23617188-ngram1.txt","Café de la Vigía"
"journal-article-10.2307_23054572-ngram1.txt","Iyá Iroko: El monte, espacio poético de conocimiento y de resistencia en \"Querido primer novio\" de Zoé Valdés"
"journal-article-10.2307_23617208-ngram1.txt","Lenguaje danzante: Las coreografías afrocubanas del neobarroco en Gestos de Severo Sarduy"
"journal-article-10.2307_23617209-ngram1.txt","El legado cubano en África. Ñáñigos deportados a Fernando Poo. Memoria viva y archivo escrito"
"journal-article-10.2307_23054571-ngram1.txt","Escritura, vida cotidiana y resignificaciones en La Habana de Juan Francisco Manzano"
"journal-article-10.2307_41350895-ngram1.txt","El \"Negro Comegente\": Terror, colonialismo y etno-política"
"journal-article-10.2307_23055332-ngram1.txt","Formación de la alteridad afroandina en expedientes coloniales del Alto Perú. Estudio del proceso criminal contra Francisco Ríos, alias \"El Quitacapas\""
"journal-article-10.2307_41349282-ngram1.txt","Alcoholismo, identificación étnica y substitución cultural en Guinea Ecuatorial (1904-1928)"
"journal-article-10.2307_23055333-ngram1.txt","José Lezama Lima y su noción de \"teleología insular\": Lectura del \"Coloquio con Juan Ramón Jiménez\""
"journal-article-10.2307_23054515-ngram1.txt","Changó, el gran Putas: El afrocentrismo estructural y temático de \"Los Orígenes\""
"journal-article-10.2307_41349313-ngram1.txt","Las fiestas afrocubanas en las marquillas cigarreras del siglo XIX: el \"Almanaque profético para el año 1866\""
"journal-article-10.2307_23054509-ngram1.txt","La práctica autobiográfica de Manuel Zapata Olivella en \"¡Levántate mulato! \"Por mi raza hablará el espíritu\"\""
"journal-article-10.2307_23054715-ngram1.txt","Las eras del Caribe"
"journal-article-10.2307_41349274-ngram1.txt","El modelo económico colonial y sus contradicciones: Fernando Poo (1900-1936)"
"journal-article-10.2307_23054525-ngram1.txt","\"El fusilamiento del diablo\" de Manuel Zapata Olivella: Historia, novela histórica, testimonio y/o mito"
"journal-article-10.2307_41349287-ngram1.txt","Cuerpos naturales, mentes coloniales: Las imágenes de Hermic Films en la Guinea española"
"journal-article-10.2307_23054415-ngram1.txt","La africanización del sujeto como constructo de la identidad racial del blanco en la novela \"Cumboto\", de Ramón Díaz Sánchez"
"journal-article-10.2307_23054518-ngram1.txt","La sombra luminosa: La postura afirmativa de \"Ritual con mi sombra\" de Edelma Zapata Pérez"
"journal-article-10.2307_23054620-ngram1.txt","La fiesta de la corrupción: Educación, moral y juego en Cecilia Valdés"
"journal-article-10.2307_24585223-ngram1.txt","Nuevas cartografías urbanas de la narrativa afrocubana"
"journal-article-10.2307_24585207-ngram1.txt","¡Sara es mucha Sara!"
"journal-article-10.2307_23055228-ngram1.txt","La corneta china (suona) en Cuba: Una contribución cultural asiática trascendente"
"journal-article-10.2307_23054574-ngram1.txt","La pigmentación de la piel y el discurso literario en Cuba"
"journal-article-10.2307_41350894-ngram1.txt","Atracción fatal: Confluencias entre el mito yoruba de Yewá y la tradición de la poesía clásica española"
"journal-article-10.2307_23054506-ngram1.txt","Conversación informal con Manuel Zapata Olivella"
"journal-article-10.2307_23617187-ngram1.txt","La voz visual de Rolando Estévez Jordán"
"journal-article-10.2307_23054011-ngram1.txt","Racialización colonial y diferencia femenina en \"Love story\" de Poniatowska y \"Cuando las mujeres quieren a los hombres\" de Ferré"
"journal-article-10.2307_23055336-ngram1.txt","La literatura marroquí de expresión castellana en el marco de la transmodernidad y la hibridación poscolonialista"
"journal-article-10.2307_23617211-ngram1.txt","Lino Novás Calvo: Narrativa antiesclavista y afrocubanismo en la biografía del negrero Pedro Blanco"
"journal-article-10.2307_23617256-ngram1.txt","Choteo, identidad y cultura cubana"
